FileName,Method,ClassName,Severity,Smell
IgnoredBuilder.java,runnerForClass(Class),IgnoredBuilder,1,long-method
CheckboxTableDecorator.java,setId(String),CheckboxTableDecorator,1,long-method
CheckboxTableDecorator.java,setFieldName(String),CheckboxTableDecorator,1,long-method
CheckboxTableDecorator.java,init(PageContextObjectTableModel),CheckboxTableDecorator,1,long-method
CheckboxTableDecorator.java,finish(),CheckboxTableDecorator,1,long-method
HtmlTagUtil.java,abbreviateHtmlString(Stringintboolean),HtmlTagUtil,3,long-method
ObjectInputStreamSupport.java,ObjectInputStreamSupport(InputStreamClassLoader),ObjectInputStreamSupport,1,long-method
ObjectInputStreamSupport.java,resolveClass(ObjectStreamClass),ObjectInputStreamSupport,1,long-method
DefaultDynamicMBean.java,getStandardMBeanObject(),DefaultDynamicMBean,1,long-method
DefaultDynamicMBean.java,makeMBeanInfo(),DefaultDynamicMBean,1,long-method
DefaultDynamicMBean.java,invoke(StringObject[]String[]),DefaultDynamicMBean,4,long-method
MBeanServerImpl.java,createMBean(StringObjectNameObject[]String[]),MBeanServerImpl,3,long-method
ByteBufferOutputStream.java,setDebug(boolean),ByteBufferOutputStream,1,long-method
ByteBufferOutputStream.java,isLoggable(Level),ByteBufferOutputStream,1,long-method
ByteBufferOutputStream.java,ByteBufferOutputStream(ArrayListClientHandler),ByteBufferOutputStream,1,long-method
ByteBufferOutputStream.java,close(),ByteBufferOutputStream,1,long-method
Propertie.java,addToPanel(ContainerGridBagConstraintsPropertiePanelQSAdminMain),Propertie,1,long-method
PluginArchiver.java,pack(PluginDescriptorPathResolverFile),PluginArchiver,1,long-method
PluginArchiver.java,pack(PluginFragmentPathResolverFile),PluginArchiver,1,long-method
PluginArchiver.java,pack(URLStringFile),PluginArchiver,1,long-method
PluginArchiver.java,pack(PluginRegistryPathResolverFile),PluginArchiver,1,long-method
BaseJpfTask.java,initRegistry(boolean),BaseJpfTask,3,long-method
PluginRegistryImpl.java,register(URL[]),PluginRegistryImpl,3,long-method
CustomPermissionsURLClassLoader.java,CustomPermissionsURLClassLoader(URL[]MapClassLoader),CustomPermissionsURLClassLoader,1,long-method
CustomPermissionsURLClassLoader.java,loadClass(String),CustomPermissionsURLClassLoader,1,long-method
CustomPermissionsURLClassLoader.java,findClass(String),CustomPermissionsURLClassLoader,1,long-method
CustomPermissionsURLClassLoader.java,decorateException(StringClassNotFoundException),CustomPermissionsURLClassLoader,1,long-method
PoolElement.java,PoolElement(ConnectionPoolConnectionDbPropertiesint),PoolElement,1,long-method
PoolElement.java,isValid(),PoolElement,1,long-method
PoolElement.java,cleanup(),PoolElement,1,long-method
PoolElement.java,readColumns(UserResultSet),PoolElement,3,long-method
PoolElement.java,logoutUser(User),PoolElement,3,long-method
CmdKickToRoom.java,execute(MessageStateString),CmdKickToRoom,3,long-method
HtmlEncoder.java,encode(StringStringBufferbooleanSet),HtmlEncoder,4,long-method
UML2JagGenerator.java,UML2JagGenerator(ConsoleLogger),UML2JagGenerator,1,long-method
UML2JagGenerator.java,UML2JagGenerator(),UML2JagGenerator,1,long-method
UML2JagGenerator.java,generateXML(StringString),UML2JagGenerator,1,long-method
UML2JagGenerator.java,generateXML(SimpleModelString),UML2JagGenerator,1,long-method
UML2JagGenerator.java,createEntityEJBs(SimpleModel),UML2JagGenerator,3,long-method
UML2JagGenerator.java,createSessionEJBs(SimpleModel),UML2JagGenerator,3,long-method
SkeletValidator.java,validateSkelet(),SkeletValidator,4,long-method
SphericalLens.java,update(ParameterListSunflowAPI),SphericalLens,1,long-method
SphericalLens.java,getRay(floatfloatintintdoubledoubledouble),SphericalLens,1,long-method
PinholeLens.java,PinholeLens(),PinholeLens,1,long-method
PinholeLens.java,update(ParameterListSunflowAPI),PinholeLens,1,long-method
PinholeLens.java,update(),PinholeLens,1,long-method
Bitmap.java,Bitmap(Stringboolean),Bitmap,4,long-method
PhongShader.java,scatterPhoton(ShadingStateColor),PhongShader,1,long-method
KDTree.java,buildTree(floatfloatfloatfloatfloatfloatKDTree.BuildTaskintIntArrayintIntArrayKDTree.BuildStats),KDTree,4,long-method
BucketRenderer.java,renderBucket(DisplayintintintIntersectionState),BucketRenderer,3,long-method
RPObjectDAO.java,RPObjectDAO(RPObjectFactory),RPObjectDAO,1,long-method
CollectionPermutationIter.java,CollectionPermutationIter(Set),CollectionPermutationIter,1,long-method
CollectionPermutationIter.java,CollectionPermutationIter(List),CollectionPermutationIter,1,long-method
CollectionPermutationIter.java,CollectionPermutationIter(ListArrayPermutationsIter),CollectionPermutationIter,1,long-method
CollectionPermutationIter.java,hasNext(),CollectionPermutationIter,1,long-method
AbstractBaseGraph.java,AbstractBaseGraph(EdgeFactorybooleanboolean),AbstractBaseGraph,1,long-method
KShortestPathsIterator.java,KShortestPathsIterator(GraphObjectObjectint),KShortestPathsIterator,1,long-method
DeclaredExceptionTable.java,get(int),DeclaredExceptionTable,1,long-method
DeclaredExceptionTable.java,size(),DeclaredExceptionTable,1,long-method
DeclaredExceptionTable.java,length(),DeclaredExceptionTable,1,long-method
DeclaredExceptionTable.java,clone(),DeclaredExceptionTable,1,long-method
OptsParser.java,parse(String[]),OptsParser,3,long-method
DataFactory.java,mergeload(File),DataFactory,3,long-method
InstrVisitor.java,clinitHeader(InstrVisitorint),InstrVisitor.clinitHeader,1,long-method
ReportGenerator.java,embedSrcFile(SrcFileItemHTMLDocumentIntObjectMapSourcePathCache),ReportGenerator,3,long-method
AbstractReportGenerator.java,initialize(IMetaDataICoverageDataSourcePathCacheIProperties),AbstractReportGenerator,3,long-method
BridgePatternParser.java,BridgePatternParser(String),BridgePatternParser,1,long-method
BridgePatternParser.java,parse(),BridgePatternParser,1,long-method
ThreadPatternConverter.java,ThreadPatternConverter(),ThreadPatternConverter,1,long-method
LocationInfo.java,LocationInfo(ThrowableString),LocationInfo,3,long-method
ConnectionFactory.java,isValidConnectString(String),ConnectionFactory,1,long-method
ConnectionFactory.java,createConnection(String),ConnectionFactory,1,long-method
AbstractAxionBlob.java,getBinaryStream(),AbstractAxionBlob,1,long-method
BaseArrayIndex.java,supportsOperator(ComparisonOperator),BaseArrayIndex,1,long-method
AxionSqlParser.java,SqlTableList(FromNode),AxionSqlParser,1,long-method
SelectCommand.java,processFromTree(FromNodeDatabase),SelectCommand,3,long-method
AnnealingLayoutSettings.java,AnnealingLayoutSettings(AnnealingLayoutAlgorithmboolean),AnnealingLayoutSettings,1,long-method
AnnealingLayoutSettings.java,revert(),AnnealingLayoutSettings,1,long-method
AnnealingLayoutSettings.java,initComponents(),AnnealingLayoutSettings,1,long-method
GEMLayoutSettings.java,setOptimizationConfiguration(Properties),GEMLayoutSettings,1,long-method
MDIContainer.java,construct(),MDIContainer,1,long-method
CsWord.java,CsWord(intint),CsWord,1,long-method
DefaultProjectManager.java,jextEventFired(JextEvent),DefaultProjectManager,1,long-method
JavaParser15Debug.java,_formatPackage(String),JavaParser15Debug,1,long-method
JavaParser15Debug.java,parse(),JavaParser15Debug,1,long-method
JavaParser15Debug.java,parseImportUnit(),JavaParser15Debug,1,long-method
XMLSchedulingDataProcessor.java,XMLSchedulingDataProcessor(ClassLoadHelper),XMLSchedulingDataProcessor,1,long-method
XMLSchedulingDataProcessor.java,initDocumentParser(),XMLSchedulingDataProcessor,1,long-method
XMLSchedulingDataProcessor.java,resolveSchemaSource(),XMLSchedulingDataProcessor,1,long-method
XMLSchedulingDataProcessor.java,process(InputSource),XMLSchedulingDataProcessor,3,long-method
XMLSchedulingDataProcessor.java,scheduleJobs(Scheduler),XMLSchedulingDataProcessor,3,long-method
JobStoreSupport.java,clusterRecover(ConnectionList),JobStoreSupport,3,long-method
MP3Frame.java,getBitRate(),MP3Frame,1,long-method
MP3Frame.java,getSampleRate(),MP3Frame,1,long-method
MP3Frame.java,isStereo(),MP3Frame,1,long-method
MP3Helper.java,getSoundDefinition(InputStream),MP3Helper,1,long-method
WebMacro.java,convert(String),WebMacro,1,long-method
WebMacro.java,writeTemplate(StringStringString),WebMacro,1,long-method
WebMacro.java,extractPath(String),WebMacro,1,long-method
SimpleMBean.java,findGetterSetter(ClassStringClass),SimpleMBean,1,long-method
PageViewPlugin.java,execute(WikiContextMap),PageViewPlugin.PageViewManager,4,long-method
RecentChangesPlugin.java,execute(WikiContextMap),RecentChangesPlugin,3,long-method
JGraphExampleLayoutCache.java,JGraphExampleLayoutCache(),JGraphExampleLayoutCache,1,long-method
JGraphExampleLayoutCache.java,JGraphExampleLayoutCache(JGraphExampleGraph),JGraphExampleLayoutCache,1,long-method
JGraphMedianHybridCrossingReduction.java,transpose(intJGraphHierarchyModel),JGraphMedianHybridCrossingReduction,3,long-method
DataTransactionLogEntry.java,DataTransactionLogEntry(),DataTransactionLogEntry,1,long-method
DataTransactionLogEntry.java,DataTransactionLogEntry(ExternalXidString),DataTransactionLogEntry,1,long-method
DataTransactionLogEntry.java,DataTransactionLogEntry(ExternalXidStringlong),DataTransactionLogEntry,1,long-method
ProxyGenerator.java,generateMethod(MethodSourceWriter),ProxyGenerator,3,long-method
URIHelper.java,convertHostToAddress(URI),URIHelper,1,long-method
UserAdapter.java,addDebt(Userdouble),UserAdapter,1,long-method
UserAdapter.java,findUser(String),UserAdapter,1,long-method
ListParser2.java,parseTable(TableTestResults),ListParser2,1,long-method
NumericalIntegration.java,NumericalIntegration(),NumericalIntegration,1,long-method
Exponential.java,Exponential(),Exponential,1,long-method
ExponentialIntegral.java,ExponentialIntegral(),ExponentialIntegral,1,long-method
EigenvalueDecomposition.java,hqr2(),EigenvalueDecomposition,4,long-method
BitVector.java,forEachIndexFromToInState(intintbooleanIntProcedure),BitVector,2,long-method
PickableVertexPaintTransformer.java,PickableVertexPaintTransformer(PickedInfoPaintPaint),PickableVertexPaintTransformer,1,long-method
PickableVertexPaintTransformer.java,transform(Object),PickableVertexPaintTransformer,1,long-method
GraphElementParser.java,GraphElementParser(ParserContext),GraphElementParser,1,long-method
JDBCResourceManager.java,createVariableBundle(StringVariableBundle),JDBCResourceManager,1,long-method
JDBCResourceManager.java,createMailcap(String),JDBCResourceManager,1,long-method
JDBCResourceManager.java,createPookaTrustManager(TrustManager[]String),JDBCResourceManager,1,long-method
SearchEntryPanel.java,setEnabled(boolean),SearchEntryPanel,1,long-method
LoadMessageThread.java,loadWaitingMessages(),LoadMessageThread,3,long-method
CachingFolderInfo.java,loadFolder(boolean),CachingFolderInfo,3,long-method
DesktopConfiguration.java,getName(),DesktopConfiguration,1,long-method
DesktopConfiguration.java,setName(String),DesktopConfiguration,1,long-method
DesktopConfiguration.java,setModified(boolean),DesktopConfiguration,1,long-method
Desktop.java,update(),Desktop.DesktopScreen,1,long-method
Email.java,run(),Email,3,long-method
InternetSlideshows.java,getPhotoDescriptions(String),InternetSlideshows,3,long-method
DefaultApplication.java,init(IContext),DefaultApplication,1,long-method
PersistentValueManager.java,savePersistentValue(StringStringDateint),PersistentValueManager,2,long-method
Traffic.java,getTrafficResults(StringStringStringStringString),Traffic,3,long-method
TiVoListener.java,resolveService(JmDNSStringStringServiceInfo),TiVoListener,3,long-method
HarvestAgentFactoryImpl.java,getHarvestAgent(Stringint),HarvestAgentFactoryImpl,1,long-method
HarvestAgentFactoryImpl.java,getLogReader(Stringint),HarvestAgentFactoryImpl,1,long-method
HarvesterStatusUtil.java,formatTime(long),HarvesterStatusUtil,1,long-method
InTrayController.java,processFormSubmission(HttpServletRequestHttpServletResponseObjectBindException),InTrayController,1,long-method
ProfileManager.java,createDefaultProfile(Agency),ProfileManager,1,long-method
TreeToolController.java,handle(HttpServletRequestHttpServletResponseObjectBindException),TreeToolController,4,long-method
BrowseController.java,handle(HttpServletRequestHttpServletResponseObjectBindException),BrowseController,3,long-method
TargetManagerImpl.java,createBatchTargetInstances(AbstractTargetScheduleTargetGroupboolean),TargetManagerImpl,3,long-method
TargetManagerImpl.java,createTargetInstances(AbstractTargetScheduleboolean),TargetManagerImpl,3,long-method
CreateUserController.java,processFormSubmission(HttpServletRequestHttpServletResponseObjectBindException),CreateUserController,2,long-method
TargetSchedulesHandler.java,processOther(TabbedControllerTabHttpServletRequestHttpServletResponseObjectBindException),TargetSchedulesHandler,3,long-method
LogReaderController.java,handle(HttpServletRequestHttpServletResponseObjectBindException),LogReaderController,3,long-method
TargetSeedsHandler.java,processOther(TabbedControllerTabHttpServletRequestHttpServletResponseObjectBindException),TargetSeedsHandler,4,long-method
CaughtClassFilter.java,CaughtClassFilter(ClassVisitor),CaughtClassFilter,1,long-method
CaughtClassFilter.java,visitProgramClass(ProgramClass),CaughtClassFilter,1,long-method
CaughtClassFilter.java,visitLibraryClass(LibraryClass),CaughtClassFilter,1,long-method
ReadWriteFieldMarker.java,visitConstantInstruction(ClazzMethodCodeAttributeintConstantInstruction),ReadWriteFieldMarker,1,long-method
SideEffectInstructionChecker.java,visitSimpleInstruction(ClazzMethodCodeAttributeintSimpleInstruction),SideEffectInstructionChecker,1,long-method
ReTrace.java,execute(),ReTrace,3,long-method
Utilities.java,stripJsessionId(String),Utilities,1,long-method
Utilities.java,escapeHTML(String),Utilities,1,long-method
Utilities.java,escapeHTML(Stringboolean),Utilities,1,long-method
MailUtil.java,sendMessage(SessionStringString[]String[]String[]StringStringString),MailUtil,2,long-method
Profile.java,save(),Profile,1,long-method
MetaWeblogAPIHandler.java,newPost(StringStringStringHashtableboolean),MetaWeblogAPIHandler,3,long-method
MailUtil.java,sendEmailNotification(WeblogEntryCommentRollerMessagesI18nMessagesboolean),MailUtil,3,long-method
MenuHelper.java,buildMenu(ParsedMenuStringUserWeblog),MenuHelper,2,long-method
MessageFolderWebHandler.java,MessageFolderWebHandler(),MessageFolderWebHandler,1,long-method
MessageFolderWebHandler.java,prepareAdd(GenericRequest),MessageFolderWebHandler,1,long-method
MessageFolderWebHandler.java,processAdd(GenericRequest),MessageFolderWebHandler,1,long-method
MessageFolderWebHandler.java,prepareList(GenericRequest),MessageFolderWebHandler,1,long-method
MessageFolderWebHandler.java,prepareDelete(GenericRequest),MessageFolderWebHandler,1,long-method
WatchWebHandler.java,sendMail_forMember(intStringTimestamp),WatchWebHandler,3,long-method
PmAttachmentWebHandler.java,processAdd(GenericRequestGenericResponse),PmAttachmentWebHandler,3,long-method
AttachmentWebHandler.java,processSearchAttachments(GenericRequestGenericResponse),AttachmentWebHandler,3,long-method
OnlineUserFactoryImpl.java,getAuthenticatedUser(GenericRequestGenericResponseStringStringboolean),OnlineUserFactoryImpl,3,long-method
AbstractTracker.java,AbstractTracker(StringString),AbstractTracker,1,long-method
AbstractTracker.java,initialize(CrawlController),AbstractTracker,1,long-method
AbstractTracker.java,run(),AbstractTracker,1,long-method
RegexpHTMLLinkExtractor.java,processGeneralTag(CharSequenceCharSequence),RegexpHTMLLinkExtractor,3,long-method
JobConfigureUtils.java,handleJobAction(CrawlJobHandlerHttpServletRequestHttpServletResponseStringStringString),JobConfigureUtils,3,long-method
CrawlSettingsSAXHandler.java,CrawlSettingsSAXHandler(CrawlerSettings),CrawlSettingsSAXHandler,1,long-method
GanttXMLFileFilter.java,GanttXMLFileFilter(),GanttXMLFileFilter,1,long-method
ExtensionBasedFileFilter.java,ExtensionBasedFileFilter(StringString),ExtensionBasedFileFilter,1,long-method
ExtensionBasedFileFilter.java,accept(File),ExtensionBasedFileFilter,1,long-method
GanttMPXJOpen.java,processTask(TaskManagerMPXCalendarTaskDefaultMutableTreeNode),GanttMPXJOpen,3,long-method
CSVSettingsPanel.java,applyChanges(boolean),CSVSettingsPanel,1,long-method
TaskProperties.java,getProperty(TaskString),TaskProperties,3,long-method
BrowseHookFactory.java,BrowseHookFactory(),BrowseHookFactory,1,long-method
BrowseHookFactory.java,getPossibleNodeHooks(),BrowseHookFactory,1,long-method
BrowseHookFactory.java,getPossibleModeControllerHooks(),BrowseHookFactory,1,long-method
ImportMindmanagerFiles.java,importMindmanagerFile(File),ImportMindmanagerFiles,1,long-method
BasicRulesTest.java,setUp(),BasicRulesTest,1,long-method
Benchmark.java,main(String[]),Benchmark,1,long-method
PdfCollection.java,PdfCollection(int),PdfCollection,1,long-method
PdfCollection.java,setInitialDocument(String),PdfCollection,1,long-method
PdfCollection.java,setSchema(PdfCollectionSchema),PdfCollection,1,long-method
PdfCollection.java,getSchema(),PdfCollection,1,long-method
Encoder.java,encode(StringErrorCorrectionLevelMapQRCode),Encoder,1,long-method
CMapParser.java,parse(InputStream),CMapParser,3,long-method
FactoryProperties.java,getFont(ChainedProperties),FactoryProperties,1,long-method
TIFFFaxDecoder.java,decode2D(byte[]byte[]intintlong),TIFFFaxDecoder,2,long-method
TIFFFaxDecoder.java,decodeT6(byte[]byte[]intintlong),TIFFFaxDecoder,3,long-method
PdfDocument.java,writeLineToContent(PdfLinePdfContentBytePdfContentByteObject[]float),PdfDocument,4,long-method
PdfContentByte.java,addImage(Imagefloatfloatfloatfloatfloatfloatboolean),PdfContentByte,3,long-method
AcroFields.java,setFieldProperty(StringStringObjectint[]),AcroFields,3,long-method
BidiOrder.java,resolveWeakTypes(intintbytebytebyte),BidiOrder,2,long-method
PdfPRow.java,writeCells(intintfloatfloatPdfContentByte[]),PdfPRow,4,long-method
SimpleBookmark.java,createOutlineAction(PdfDictionaryHashMapPdfWriterboolean),SimpleBookmark,3,long-method
HistoryButton.java,HistoryButton(intHelpHistoryModel),HistoryButton,1,long-method
HistoryButton.java,setEnabled(boolean),HistoryButton,1,long-method
HistoryButton.java,addActionListener(ActionListener),HistoryButton,1,long-method
HelpIndex.java,indexEditorHelp(),HelpIndex,1,long-method
ChunkCache.java,updateChunksUpTo(int),ChunkCache,3,long-method
Buffer.java,save(ViewStringbooleanboolean),Buffer,3,long-method
ExtendedGridLayout.java,buildGrid(ContainerListSetSet),ExtendedGridLayout,3,long-method
ColumbaTrayIcon.java,ColumbaTrayIcon(),ColumbaTrayIcon,1,long-method
ColumbaTrayIcon.java,getInstance(),ColumbaTrayIcon,1,long-method
ColumbaTrayIcon.java,addToSystemTray(IFrameMediator),ColumbaTrayIcon,1,long-method
ColumbaTrayIcon.java,setTooltip(String),ColumbaTrayIcon,1,long-method
HtmlEditorView.java,keyTyped(KeyEvent),HtmlEditorView,1,long-method
SMTPServer.java,ensureAuthenticated(),SMTPServer,3,long-method
EudoraMailImportFilter.java,convertAndSaveMessage(StringStringIWorkerStatusControllerIMailbox),EudoraMailImportFilter,3,long-method
IMAPFolder.java,synchronizeHeaderlist(),IMAPFolder,3,long-method
AbstractLocator.java,AbstractLocator(),AbstractLocator,1,long-method
AbstractLocator.java,locate(FigureFigure),AbstractLocator,1,long-method
BezierPointLocator.java,BezierPointLocator(int),BezierPointLocator,1,long-method
BezierPointLocator.java,BezierPointLocator(intint),BezierPointLocator,1,long-method
ODGStylesReader.java,readGraphicPropertiesElement(IXMLElementHashMap),ODGStylesReader,1,long-method
ODGStylesReader.java,readStylesElement(IXMLElement),ODGStylesReader,1,long-method
ODGInputFormat.java,toPath(String),ODGInputFormat,4,long-method
DefaultDrawingViewTransferHandler.java,importData(JComponentTransferableHashSetPoint),DefaultDrawingViewTransferHandler,3,long-method
CustomDistortionTrack.java,CustomDistortionTrack(ObjectInfo),CustomDistortionTrack,1,long-method
CustomDistortionTrack.java,apply(double),CustomDistortionTrack,1,long-method
CustomDistortionTrack.java,duplicate(Object),CustomDistortionTrack,1,long-method
CustomDistortionTrack.java,copy(Track),CustomDistortionTrack,1,long-method
BendDistortion.java,transform(Mesh),BendDistortion,3,long-method
TriangleMesh.java,doSubdivide(TriangleMeshVertex[]Edge[]Face[]boolean[]Vertex[]Edge[]Face[]double[][][]double[][][]int[]),TriangleMesh,4,long-method
SplineMesh.java,interpOneAxis(MeshVertex[][]float[]double[][][]booleandouble),SplineMesh,2,long-method
SoftwareCanvasDrawer.java,renderFlatTriangle(Vec2doubleVec2doubleVec2doubleintintdoubleintRGBColor),SoftwareCanvasDrawer,4,long-method
SoftwareCanvasDrawer.java,renderSmoothTriangle(Vec2doubleVec2doubleVec2doubleintintdoubleRGBColorRGBColorRGBColor),SoftwareCanvasDrawer,4,long-method
PhotonMap.java,propagateRay(RayOctreeNodeRTObjectdoubleMaterialMappingMaterialMappingMat4Mat4RGBColorintdoublebooleanboolean),PhotonMap,3,long-method
Raytracer.java,traceLightRay(RayLightintOctreeNodeOctreeNodedoubledoubleMaterialMappingMaterialMappingMat4Mat4),Raytracer,3,long-method
Raster.java,createFinalImage(Vec3Vec3Vec3Vec3),Raster,2,long-method
Raster.java,renderTriangleGouraud(Vec2floatdoubledoubleRGBColorRGBColorVec2floatdoubledoubleRGBColorRGBColorVec2floatdoubledoubleRGBColorRGBColorRenderingTriangledoubledoublebooleanObjectMaterialInfoRasterContext),Raster,4,long-method
Raster.java,renderTriangleHybrid(Vec2floatVec3Vec3doubledoubleRGBColorVec2floatVec3Vec3doubledoubleRGBColorVec2floatVec3Vec3doubledoubleRGBColorRenderingTriangleVec3Vec3doubledoublebooleanObjectMaterialInfoRasterContext),Raster,4,long-method
Raster.java,renderTrianglePhong(Vec2floatVec3Vec3doubledoubleVec2floatVec3Vec3doubledoubleVec2floatVec3Vec3doubledoubleRenderingTriangleVec3Vec3doublebooleanbooleanObjectMaterialInfoRasterContext),Raster,4,long-method
ResultMetaData.java,ResultMetaData(int),ResultMetaData,1,long-method
ResultMetaData.java,newUpdateResultMetaData(Type[]),ResultMetaData,1,long-method
ResultMetaData.java,newSimpleResultMetaData(Type[]),ResultMetaData,1,long-method
ResultMetaData.java,newResultMetaData(int),ResultMetaData,1,long-method
Result.java,newResult(SessionDataInputRowInputBinaryint),Result,3,long-method
ParserDML.java,resolveUpdateExpressions(TableRangeVariable[]int[]Expression[]RangeVariable[]),ParserDML,3,long-method
SchemaObjectSet.java,addAllSQL(OrderedHashSetOrderedHashSetHsqlArrayListIteratorOrderedHashSet),SchemaObjectSet,3,long-method
StatementDML.java,performReferentialActions(SessionTableRowSetNavigatorDataChangeRowObject[]int[]HashSet),StatementDML,3,long-method
ParserDQL.java,readExpression(HsqlArrayListshort[]intintboolean),ParserDQL,3,long-method
IndexAVL.java,findNode(SessionPersistentStoreObject[]int[]intintintboolean),IndexAVL,3,long-method
SqlFile.java,displayResultSet(StatementResultSetint[]String),SqlFile,4,long-method
BaseHashMap.java,addOrRemoveMultiVal(longlongObjectObjectbooleanboolean),BaseHashMap,3,long-method
HttpMirrorThread.java,HttpMirrorThread(Socket),HttpMirrorThread,1,long-method
MonitorHandler.java,startElement(StringStringStringAttributes),MonitorHandler,4,long-method
XMLVersionDetector.java,reset(XMLComponentManager),XMLVersionDetector,1,long-method
XMLVersionDetector.java,startDocumentParsing(XMLEntityHandlershort),XMLVersionDetector,1,long-method
XMLVersionDetector.java,fixupCurrentEntity(XMLEntityManagerchar[]int),XMLVersionDetector,1,long-method
XMLEntityManager.java,setupCurrentEntity(StringXMLInputSourcebooleanboolean),XMLEntityManager,3,long-method
sparql.java,main(String[]),sparql,1,long-method
dbdump.java,main(String[]),dbdump,1,long-method
dbdump.java,dbdump(),dbdump,1,long-method
schemagen.java,determineLanguage(),schemagen,1,long-method
JenaReader.java,processArpOptions(ARPOptionsStringObjectRDFErrorHandler),JenaReader,3,long-method
LPInterpreter.java,run(),LPInterpreter,4,long-method
FBRuleInfGraph.java,prepare(),FBRuleInfGraph,3,long-method
Node.java,toString(),Node,1,long-method
MessageDialog.java,MessageDialog(FrameStringString),MessageDialog,1,long-method
Relation.java,Relation(List),Relation,1,long-method
Relation.java,Relation(intint),Relation,1,long-method
TilePopup.java,TilePopup(TileFreeColClientCanvasGUI),TilePopup,4,long-method
InteractionsEditorKit.java,InteractionsEditorKit(),InteractionsEditorKit,1,long-method
InteractionsEditorKit.java,getContentType(),InteractionsEditorKit,1,long-method
InteractionsEditorKit.java,getViewFactory(),InteractionsEditorKit,1,long-method
InteractionsDJDocument.java,setColoring(intGraphics),InteractionsDJDocument,1,long-method
AutoCompletePopup.java,show(ComponentStringStringintSizedIterableSizedIterableintRunnableSizedIterable),AutoCompletePopup,2,long-method
VariableStack.java,VariableStack(),VariableStack,1,long-method
VariableStack.java,VariableStack(int),VariableStack,1,long-method
VariableStack.java,clone(),VariableStack,1,long-method
Sort.java,compileSortRecordFactory(VectorClassGeneratorMethodGeneratorString),Sort,1,long-method
XSLTCDTMManager.java,getDTM(SourcebooleanDTMWSFilterbooleanbooleanbooleanintbooleanboolean),XSLTCDTMManager,3,long-method
JAIFEnumConstant.java,JAIFEnumConstant(String),JAIFEnumConstant,1,long-method
JAIFEnumConstant.java,getName(),JAIFEnumConstant,1,long-method
JAIFEnumConstant.java,toString(),JAIFEnumConstant,1,long-method
ClassParserUsingASM.java,parse(ClassNameAndSuperclassInfo.Builder),ClassParserUsingASM,4,long-method
IsNullValueAnalysis.java,meetInto(IsNullValueFrameEdgeIsNullValueFrameboolean),IsNullValueAnalysis,4,long-method
FindOpenStream.java,analyzeMethod(ClassContextMethodStreamResourceTrackerResourceCollection),FindOpenStream,3,long-method
Father.java,Father(),Father,1,long-method
Father.java,deleteSsnr(),Father,1,long-method
Father.java,getFirstName(),Father,1,long-method
PartialTerminationDescriptor.java,PartialTerminationDescriptor(),PartialTerminationDescriptor,1,long-method
InterbaseQueryExpression.java,appendJoin(JDBCQueryExpression.Join),InterbaseQueryExpression,1,long-method
Marshaller.java,marshal(ObjectXMLFieldDescriptorContentHandlerMarshaller.MarshalState),Marshaller,4,long-method
UnmarshalHandler.java,startElement(StringStringStringAttributes),UnmarshalHandler,4,long-method
StringInputRenderer.java,encodeBegin(FacesContextUIComponent),StringInputRenderer,1,long-method
UserHandler.java,findUsers(Query),UserHandler,3,long-method
SpiderWebPlot.java,drawRadarPoly(Graphics2DRectangle2DPoint2DPlotRenderingInfointintdoubledouble),SpiderWebPlot,3,long-method
QueryTermExtractor.java,getTerms(Query),QueryTermExtractor,1,long-method
Highlighter.java,getBestTextFragments(TokenStreamStringbooleanint),Highlighter,3,long-method
DirectoryReader.java,DirectoryReader(DirectorySegmentInfosSegmentReader[]int[]MapbooleanbooleanintCollection),DirectoryReader,3,long-method
FreqProxTermsWriter.java,appendPostings(StringSegmentWriteStateFreqProxTermsWriterPerField[]FormatPostingsFieldsConsumer),FreqProxTermsWriter,3,long-method
RemoteAddrValve.java,getInfo(),RemoteAddrValve,1,long-method
RemoteAddrValve.java,invoke(RequestResponse),RemoteAddrValve,1,long-method
JDBCAccessLogValve.java,JDBCAccessLogValve(),JDBCAccessLogValve,1,long-method
ServiceRefFactory.java,getObjectInstance(ObjectNameContextHashtable),ServiceRefFactory,4,long-method
BotGUI.java,BotGUI(BotClient),BotGUI,1,long-method
MissileWeaponHandler.java,calcHits(Vector),MissileWeaponHandler,4,long-method
WeaponHandler.java,handleEntityDamage(EntityVectorBuildingintintint),WeaponHandler,3,long-method
Mech.java,getBattleForceStandardWeaponsDamage(intintbooleanboolean),Mech,4,long-method
AbstractAttackAction.java,nightModifiers(IGameTargetableAmmoTypeEntityboolean),AbstractAttackAction,3,long-method
JRGenericPrintElementParameterFactory.java,createObject(Attributes),JRGenericPrintElementParameterFactory,1,long-method
JRGenericPrintElementParameterFactory.java,Parameter(JRGenericPrintElementString),JRGenericPrintElementParameterFactory.Parameter,1,long-method
JRGenericPrintElementParameterFactory.java,setValue(JRGenericPrintElementParameterFactory.ParameterValue),JRGenericPrintElementParameterFactory.Parameter,1,long-method
JRXmlssExporter.java,exportReportToStream(Writer),JRXmlssExporter,3,long-method
JRXmlssExporter.java,exportPage(JRPrintPageCutsInfointJRPrintElementIndexboolean),JRXmlssExporter,3,long-method
KDConditionalEstimator.java,KDConditionalEstimator(intdouble),KDConditionalEstimator,1,long-method
KDConditionalEstimator.java,addValue(doubledoubledouble),KDConditionalEstimator,1,long-method
